Pallet,"Month, Year",Timestamp,Item (ex. Surgical Gloves),Manufacturer ,Quantity (ex. 200),Expiration date (ex. 12/31/2024),Category,Notes,Pallet Number (Blueprints member will give this),Box Number (Blueprints member will give this)
,,2/18/2024 11:42:03,Catheter Access Port Kit,Medtronic,3,2/1/2024,Catheters/tubing,,14,22
,,2/18/2024 11:42:29,Glidesheath access kit ,Terumo,1,2/1/2024,Catheters/tubing,,14,23
,,2/18/2024 11:42:36,Temp probes,Derroyal,1,8/20/2024,Diagnostic,,14,7
,,2/18/2024 11:43:14,Cloth Arm sling (medium/large),No manufacturer listed,1,,Other,,14,23
,,2/18/2024 11:43:25,Snare kit ,Ev3,1,2/3/2024,Catheters/tubing,,14,23
,,2/18/2024 11:43:29,Bougie Endotrachael Tube Introducer,SunMed,1,12/16/2023,Catheters/tubing,,14,22
,,2/18/2024 11:43:45,Laryngeal Tracheal Tubing,Teleflex,1,5/14/2026,Catheters/tubing,,14,7
,,2/18/2024 11:44:25,Non woven drain sponges,Medline,64,,Bandages/gauze,,14,22
,,2/18/2024 11:44:30,Intermittent Catheter tray,Bard,1,9/30/2022,Catheters/tubing,,14,23
,,2/18/2024 11:44:53,Latex Bands,No manufacturer listed,2,,Other,,14,7
,,2/18/2024 11:45:05,Tracheal Tube,Shiley,2,3/26/2024,Catheters/tubing,,14,22
,,2/18/2024 11:45:32,Patient slippers,Halyard,9,,Other,,14,23
,,2/18/2024 11:45:47,Conveen,Coloplast,1,6/7/2027,Other,,14,7
,,2/18/2024 11:45:59,Insyte Autoguard,BD,3,9/30/0023,Syringe/needles,,14,22
,,2/18/2024 11:46:07,E-Z Scrub 205,BD,23,,Hygiene,,14,23
,,2/18/2024 11:46:23,Safety Infusion Set,Bard,1,8/30/2026,Catheters/tubing,,14,7
,,2/18/2024 11:46:30,Hypodermic Safety Needle,Magellan,7,2/29/2028,Syringe/needles,,14,22
,,2/18/2024 11:46:32,CoaguChek XS PT Test,Coagucheck,1,12/31/2023,Diagnostic,,14,23
,,2/18/2024 11:46:58,Hoversling repositioning sheet,CEpartner4U,3,,Other,,14,24
,,2/18/2024 11:47:03,3ml Syringe,BD,2,9/30/0023,Syringe/needles,,14,22
,,2/18/2024 11:47:08,Irrigation Splash guard,Busse,1,7/30/2026,PPE,,14,7
,,2/18/2024 11:48:03,Stopper,Merit Medical,1,11/2/2024,Other,,14,7
,,2/18/2024 11:48:05,Biogel PI Micro,Molnlycke,1,8/28/2025,PPE,,14,23
,,2/18/2024 11:48:26,Training underwear,P&G (Pampers),18,,Other,,14,23
,,2/18/2024 11:48:27,Microbore Infusion Set,Eitan Medical,30,12/1/2024,Catheters/tubing,,14,24
,,2/18/2024 11:48:30,30 ml Syringe,BD,2,12/31/2023,Syringe/needles,,14,22
,,2/18/2024 11:48:36,Eclipse Needle ,BD,13,1/31/2024,Syringe/needles,,14,22
,,2/18/2024 11:49:06,Skin Protectsnt,Medline,1,,Hygiene,,14,7
,,2/18/2024 11:49:45,Biogel Sensor,Molnlycke,1,9/28/2025,PPE,,14,23
,,2/18/2024 11:49:46,Tape Measure,DeRoyal ,2,5/1/0023,Diagnostic,,14,22
,,2/18/2024 11:49:54,Foam Dressing,Molnlycke,8,11/28/2026,Bandages/gauze,,14,28
,,2/18/2024 11:50:13,Surgical Indicator Underglove (size 7),Molnlycke,23,9/28/2025,PPE,Sterile,14,23
,,2/18/2024 11:50:16,Surgical Gloves (Biogel Pl),Molnlycke,155,8/28/2025,PPE,,14,23
,,2/18/2024 11:50:25,Tape Measure,DeRoyal ,1,8/3/0025,Diagnostic,,14,22
,,2/18/2024 11:50:26,Drain Sponges,Medline,8,,Bandages/gauze,,14,7
,,2/18/2024 11:50:52,Surgical gloves,Mölnlycke,20,9/30/2023,PPE,,14,23
,,2/18/2024 11:50:54,Biogel Sensor,Molnlycke,2,9/28/2024,PPE,,14,23
,,2/18/2024 11:51:17,Dressing,KCI,4,4/21/2025,Bandages/gauze,,14,7
,,2/18/2024 11:51:29,Cassette,ASP,2,4/15/2024,Other,,14,24
,,2/18/2024 11:51:31,Biogel Sensor,Molnlycke,3,10/28/2022,PPE,,14,23
,,2/18/2024 11:51:38,ECG Electrode,ConMed,4,11/29/0023,Diagnostic,,14,22
,,2/18/2024 11:52:00,Blood Collection Set ,BD,8,4/30/2024,Catheters/tubing,,14,22
,,2/18/2024 11:52:03,Glove,Molynlyckle,1,9/28/2026,PPE,,14,7
,,2/18/2024 11:52:19,Closed Line Adaptor,Halo,10,12/12/2023,Catheters/tubing,,14,24
,,2/18/2024 11:52:20,Latex surgical  gloves (size 7),Molnlycke,9,10/28/2025,PPE,Sterile,14,23
,,2/18/2024 11:52:20,Surgical gloves ,Mölnlycke,2,1/28/2026,PPE,,14,23
,,2/18/2024 11:52:40,Dressing,Covidian ,1,9/30/2027,Bandages/gauze,,14,7
,,2/18/2024 11:52:56,Surgical gloves ,Mölnlycke ,1,10/28/2025,PPE,,14,23
,,2/18/2024 11:53:12,B-Lock Closed Line Adaptor,Halo,28,1/23/2024,Catheters/tubing,,14,24
,,2/18/2024 11:53:15,Dressing,Curad,1,4/24/2025,Bandages/gauze,,14,7
,,2/18/2024 11:53:25,Vistaseal Laparoscopic Dual Applicator,Ethicon (J&J),2 packages (3 units in each),,Surgical,35 cm rigid,14,23
,,2/18/2024 11:53:40,Sponges,Medline,150,,Bandages/gauze,,14,7
,,2/18/2024 11:54:03,Polyisoprene surgical gloves ,Molnlycke,6,5/28/2026,PPE,Sterile,14,23
,,2/18/2024 11:54:05,Bandaging,,1,,Bandages/gauze,,14,7
,,2/18/2024 11:54:27,TR band,Terumo,5,6/1/2026,Other,,14,24
,,2/18/2024 11:54:27,medical tape,transpore,1,,Other,,14,7
,,2/18/2024 11:54:47,30 ml syringe lure lok tip ,BD,12,5/31/2023,Syringe/needles,Includes a lot of different expiration dates in 2023,14,23
,,2/18/2024 11:55:04,Gauze,Medline,10,,Bandages/gauze,,14,24
,,2/18/2024 11:55:10,cathnglove kit,vyaire,1,10/18/2026,Catheters/tubing,,14,7
,,2/18/2024 11:55:22,30 ml syringe,BD,2,11/30/2026,Syringe/needles,,14,23
,,2/18/2024 11:55:28,DuraPrep Surgical Solution,3M,1,1/30/0024,Hygiene,,14,22
,,2/18/2024 11:55:39,Memory foam pads / splints,No manufacturer listed,7,,Other,,14,7
,,2/18/2024 11:56:04,Safety IV Catheter ,Braun,4,12/1/2020,Catheters/tubing,,14,22
,,2/18/2024 11:56:08,Kendall cloth tape,Covidien,5 rolls - 3” x 10 yd,3/1/2024,Bandages/gauze,,14,23
,,2/18/2024 11:56:09,3mL syringe,BD,20,9/30/2028,Syringe/needles,,14,23
,,2/18/2024 11:56:12,washcloth,,5,,Hygiene,,14,7
,,2/18/2024 11:56:25,Control Syringe,BD,1,2/29/0024,Syringe/needles,,14,22
,,2/18/2024 11:56:27,Polyisoprene surgical gloves (size 6),Molnlycke,1,11/28/2024,PPE,Sterile,14,23
,,2/18/2024 11:56:37,20ml syringe,BD,2,9/30/2027,Syringe/needles,,14,23
,,2/18/2024 11:57:13,Ring Cushion,Medline,1,,Other,,14,7
,,2/18/2024 11:57:46,Polyisoprene surgical gloves ,Molnlycke,1,7/28/2024,PPE,"Sterile, tested for use with chemotherapy agents",14,23
,,2/18/2024 11:57:50,3mL syringe,BD,8,11/30/2027,Syringe/needles,,14,23
,,2/18/2024 11:58:06,10ml vacutainer,BD,10,10/31/2024,Catheters/tubing,,14,23
,,2/18/2024 11:58:54,Blood collection vial,BD,13,1/31/2025,Diagnostic,Loose,14,23
,,2/18/2024 11:59:22,Personal Belonging Bags,No manufacturer listed,3,,Other,,14,7
,,2/18/2024 11:59:27,Gauze bandage,Medline,1,,Bandages/gauze,,14,23
,,2/18/2024 11:59:36,Dissector sponges,Medline,5,,Other,,14,23
,,2/18/2024 11:59:39,Transparent Film w/ Pad,Medline,2,,PPE,,14,7
,,2/18/2024 11:59:56,10 mL syringe ,BD,2,6/30/2028,Syringe/needles,"Slip tip, embout luer slip",14,23
,,2/18/2024 12:00:17,Respiratory Bags,Medchoice,30,,Other,,14,7
,,2/18/2024 12:00:34,Cotton Tipped Applicators,Medline,22,,Bandages/gauze,,14,7
,,2/18/2024 12:00:37,Toothbrush,No manufacturer listed,1,,Hygiene,,14,23
,,2/18/2024 12:00:46,Brace,No manufacturer listed,1,,Other,Area unknown ,14,23
,,2/18/2024 12:00:59,Time of Death Tag Packs,,17,,Other,,14,7
,,2/18/2024 12:01:32,Syringe ,BD,1,12/31/2027,Syringe/needles,,14,7
,,2/18/2024 12:01:53,Guide Wire M,Terumo,1,1/31/2024,Other,,14,23
,,2/18/2024 12:01:57,Needle Blade,BVI Beaver,1,2/8/2028,Surgical,,14,23
,,2/18/2024 12:02:05,6 in monitoring extension set,Icumedical,1,11/1/2026,Surgical,,14,23
,,2/18/2024 12:02:06,Stretch Vinyl Exam Gloves,Medline,900,,PPE,,15,4
,,2/18/2024 12:02:23,Foley Stabilization,Statlock,1,,Catheters/tubing,,14,7
,,2/18/2024 12:02:30,Steri strip,3M,5,11/27/2028,Bandages/gauze,,14,7
,,2/18/2024 12:02:57,Prep Resistant Skin Marker,WriteSite Plus,1,,Other,,14,23
,,2/18/2024 12:03:17,Single Stage Benous Cannula,Medtronic,2,1/13/2024,Catheters/tubing,,14,23
,,2/18/2024 12:03:27,3 mL Applicator,BD,5,,Catheters/tubing,,14,7
,,2/18/2024 12:03:41,Anti-skid instrument mat,Medline,67,,PPE,,15,1
,,2/18/2024 12:03:43,Skyla levonorgestrel-releasing intrauterine system,Bayer,2,3/1/2024,Other,,14,23
,,2/18/2024 12:04:12,Precision Needle,BD,30,6/30/2027,Syringe/needles,,14,7
,,2/18/2024 12:04:16,Catheter adapter,Addto,,,Catheters/tubing,,14,23
,,2/18/2024 12:04:32,Skyla levonorgestrel-releasing intrauterine system,Bayer,1,5/1/2024,Other,,14,23
,,2/18/2024 12:05:58,Needles,Braun,2,6/30/2028,Syringe/needles,,14,7
,,2/18/2024 12:06:05,Urine Meter tray,Medline,10,,Catheters/tubing,,15,2
,,2/18/2024 12:07:13,Precision needles,BD,3,10/21/2028,Syringe/needles,,14,7
,,2/18/2024 12:07:24,Exam gloves  ,Medline,150,,PPE,,15,3
,,2/18/2024 12:07:50,Glide Needles,BD,40,10/31/2028,Syringe/needles,,14,7
,,2/18/2024 12:08:18,GLV 1 Stat,Glide scope,8,7/19/2026,Other,,15,3
,,2/18/2024 12:08:24,X-ray detectable gauze sponges ,Medline,80,,Other,,15,3
,,2/18/2024 12:08:31,35mL breast milk collection and storage containers,Medela,1,1/2/2027,Other,,15,3
,,2/18/2024 12:08:46,Spinal Needle,Hakko ,1,12/3/2027,Syringe/needles,,14,7
,,2/18/2024 12:08:55,GVL 2 Stat,GLIDESCOPE,3,7/26/2026,Other,,15,3
,,2/18/2024 12:08:57,Adult Briefs,Cardinal Health,12,,Hygiene,,15,2
,,2/18/2024 12:09:27,cannula,Covidian,12,6/30/2028,Syringe/needles,,14,7
,,2/18/2024 12:09:55,Alaris Pump infusion set (0.2 Micron filter),BD,8,11/18/2026,Surgical,"Back check valve, low sorbing tubing (PE lined), 2 smartsite Y sites",15,3
,,2/18/2024 12:10:33,Gloves,Medline,50,,PPE,,15,2
,,2/18/2024 12:10:39,autoguaed needles,BD,1,9/30/2026,Syringe/needles,,14,7
,,2/18/2024 12:11:13,IV catheter,Braun,1,4/1/2027,Catheters/tubing,,14,7
,,2/18/2024 12:11:40,needle,BD,1,,Syringe/needles,,14,7
,,2/18/2024 12:12:14,safety needle,Covidian,1,7/31/2028,Syringe/needles,,14,7
,,2/18/2024 12:12:27,Driveline Management System 2,Centurion,2,4/30/2024,PPE,,15,2
,,2/18/2024 12:13:12,SafetyGlide Needle,BD,36,2/29/0028,Syringe/needles,,15,2
,,2/18/2024 12:13:24,Safety Guide Needles,BD,50,5/31/2028,Syringe/needles,,15,2
,,2/18/2024 12:13:38,Field Towel/drape,Medichoice,50,,PPE,,15,2
,,2/18/2024 12:14:20,Wipes,Pampers,56,,Hygiene,,15,2
,,2/18/2024 12:14:27,Female Luer Adaptor,Applied Med Tech,1,3/1/2026,Catheters/tubing,,14,7
,,2/18/2024 12:15:18,CO2 Detector,Ambu ,1,9/26/2026,Diagnostic,,14,7
,,2/18/2024 12:15:26,Cytology Brush,Cytosoft,800,,Diagnostic,,15,2
,,2/18/2024 12:15:31,Povidone Iodine Antiseptic Swabsticks,Dukal ,64,1/29/0026,Hygiene,,15,2
,,2/18/2024 12:15:57,Surgical Gloves,Medline,7,2/28/2026,Surgical,,15,3
,,2/18/2024 12:16:19,CO2 detector,Ambu,1,8/17/2025,Diagnostic,,14,7
,,2/18/2024 12:16:26,PCA administration kit,BD,9,10/13/2025,Catheters/tubing,,15,2
,,2/18/2024 12:17:09,Finger Splints,Richardson Products,2,,Other,,14,7
,,2/18/2024 12:17:11,Surgical Gloves,Cardinal Health,1,5/31/2025,Surgical,,15,2
,,2/18/2024 12:17:36,Safety Lancets,Medicore ,200,9/22/2027,Syringe/needles,,15,2
,,2/18/2024 12:17:51,Beta Cap Clamp,Covidian ,5,2/2/2028,Catheters/tubing,,14,7
,,2/18/2024 12:17:55,Surgical Gloves,Cardinal Health,42,5/31/2025,Surgical,,15,2
,,2/18/2024 12:18:00,"Medscand Sample Collection Kit (25 Pap Perfect, 25 Cytobrush Plus)",Cooper Surgical,6,,Other,,15,2
,,2/18/2024 12:18:40,Blood Transfer Device,BD,1,9/30/2026,Catheters/tubing,,14,7
,,2/18/2024 12:19:25,Silicone Tracheostomy Tube,Portex ,1,11/21/0023,Catheters/tubing,,15,2
,,2/18/2024 12:19:28,Funnel Connector w cap,Cedic Srl,1,8/23/2026,Catheters/tubing,,14,7
,,2/18/2024 12:20:00,shielded blood cannula,ICU medical,1,11/1/2028,Syringe/needles,,14,7
,,2/18/2024 12:20:10,Small Volumr nebulizer,West Med,1,8/24/0026,Catheters/tubing,,15,2
,,3/15/2024 15:22:02,Rice Baby Food,Gerber,1,8/31/2024,Infant Care,,1,9
,,3/15/2024 15:22:12,gel pack, med pace ,8,,Other,,1,7
,,3/15/2024 15:22:20,face mask,dymex,200,,PPE (Gloves/Masks),,1,10
,,3/15/2024 15:22:31,Shielded Iv Catheter,BD,6,6/30/2023,Needles and Syringes,,1,6
,,3/15/2024 15:23:00,adult pulse oximeter adhesive sensor,masimo set,2,,Other,,1,9
,,3/15/2024 15:23:20,Needle,BD,1,12/31/2024,Needles and Syringes,,1,6
,,3/15/2024 15:23:21,1000 mL Canister for InfoV.A.C therapy systems,KCI,1,3/31/2024,"Personal Hygiene and Care (including women’s health, and bedpans)",,1,9
,,3/15/2024 15:23:25,needles ,BD,25,1/31/2024,Needles and Syringes,,1,7
,,3/15/2024 15:24:04,,No manufacturer listed,2,,"Respiratory care (masks, nebulizer, cannula)",,1,9
,,3/15/2024 15:24:11,Cement Delivery System and Cartridged,Kyphon,1,,Tubing/Catheters,,1,9
,,3/15/2024 15:24:16,Mixer ,Kyphon ,1,1/4/2024,"Respiratory care (masks, nebulizer, cannula)",6 different pieces,1,9
,,3/15/2024 15:24:18,Insulin Syringe,BD,2,3/31/2023,Needles and Syringes,,1,6
,,3/15/2024 15:24:53,diapers ,huggies,60,,Infant Care,,1,7
,,3/15/2024 15:25:17,Biogel Indicator Underglove,Mölnlycke,47,7/28/2026,PPE (Gloves/Masks),,P1,B7
,,3/15/2024 15:25:32,diapers ,pampers ,64,,Infant Care,,1,7
,,3/15/2024 15:26:02,Nasal Cannulas,Salter Labs,3,3/7/2026,Tubing/Catheters,,1,6
,,3/15/2024 15:26:06,autoguard,BD,3,9/30/2023,Tubing/Catheters,,1,9
,,3/15/2024 15:26:46,Oxygen Tubing,Intersurgical ,1,1/1/2022,Tubing/Catheters,,1,6
,,3/15/2024 15:27:24,vacutainer,BD,11,,Tubing/Catheters,,1,9
,,3/15/2024 15:28:02,vacutainer,BD,3,,Tubing/Catheters,,1,9
,,3/15/2024 15:28:24,sharps disposal with some alcohol wipes inside ,henry schein ,1,,Other,,1,7
,,3/15/2024 15:28:37,vacutainer,BD,4,,Tubing/Catheters,,1,9
,,3/15/2024 15:30:14,BD PrecisionGlide Needle Aiguille BD PrecisionGlide,BD,100,4/30/2027,Needles and Syringes,,P1,B7
,,3/15/2024 15:30:18,Injection Needle with Syringe,BD,50,8/31/2027,Needles and Syringes,,1,13
,,3/15/2024 15:31:50,ultrasounds transmission gel ,Parker Laboratories ,288,6/20/2027,Surgical Tools,,1,15
,,3/15/2024 15:31:56,silicone nipple w bottle collar ,dr browns ,11,,Infant Care,,1,7
,,3/15/2024 15:32:24,GVL 1 Stat,GlideScope,12,7/19/2026,"Respiratory care (masks, nebulizer, cannula)",,1,12
,,3/15/2024 15:32:40, Diapers,No manufacturer listed,9,,"Personal Hygiene and Care (including women’s health, and bedpans)",,1,12
,,3/15/2024 15:33:16,Adult blood pressure cuff ,Critikon,17,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",No expiration date ,1,11
,,3/15/2024 15:33:22,syringe,norm-ject,14,6/1/2025,Needles and Syringes,,1,17
,,3/15/2024 15:33:29,X-Ray Detectable Guaze sponges,Medline,17,,"Wound Care (dressings, sponges, gauze)",10 sponges per box ,1,17
,,3/15/2024 15:33:32,Abdominal Pad,Medline,1,,"Wound Care (dressings, sponges, gauze)",,1,12
,,3/15/2024 15:33:47,single use syringes 2 piece ,norm next ,100,6/1/2025,Needles and Syringes,,1,16
,,3/15/2024 15:34:13,Child Bp cuff,Critikon ,16,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",No expiration date ,1,11
,,3/15/2024 15:34:43,Mesh Gauze,DeRoyal,8,,"Wound Care (dressings, sponges, gauze)",,1,12
,,3/15/2024 15:34:51,Plastic circle attachments,Steelcase,50,,Other,No expiration date ,1,11
,,3/15/2024 15:34:57,Blood Sampling Tube Holder with Blunt Cannula,ICUmedical,58,7/1/2026,Needles and Syringes,,1,12
,,3/15/2024 15:35:19,BD Vacutainer,BD,1,9/30/2024,Other,,1,17
,,3/15/2024 15:35:34,Cysto Pack,Presource,7,5/21/2027,PPE (Gloves/Masks),,1,6
,,3/15/2024 15:35:49,BD Eclipse Needle,BD,104,10/31/2027,Needles and Syringes,,P1,B7
,,3/15/2024 15:35:53,Skin stapler + gauze sponge,Medichoice,7,11/23/2023,"Wound Care (dressings, sponges, gauze)",,1,11
,,3/15/2024 15:36:07,zipper bag,damaisely ,40,,Other,,1,7
,,3/15/2024 15:36:09,Specimen Cups ,Cardinal Health,5,,Other,,1,12
,,3/15/2024 15:36:19,Foot Boots,Aircast ,2,,Mobility aids,,1,14
,,3/15/2024 15:36:34,Gastrostomy Feeding Tube,Avanos ,1,12/1/2023,Tubing/Catheters,,1,12
,,3/15/2024 15:36:35,Silicone Nipples,Dr. Brown’s Medical,16,,Infant Care,,1,17
,,3/15/2024 15:37:06,Tegaderm film,3M,7,4/18/2023,Surgical Tools,,1,11
,,3/15/2024 15:37:07,poly-lined fenestrated drape,Medline,6,,PPE (Gloves/Masks),,1,20
,,3/15/2024 15:37:22,Compression Sleeve,,9,,Mobility aids,,1,8
,,3/15/2024 15:37:56,disposable syringe without needle ,tkmd,93,11/3/2025,Needles and Syringes,,1,18
,,3/15/2024 15:38:04,Catheter tray,Bard,1,7/31/2023,Tubing/Catheters,,1,11
,,3/15/2024 15:38:04,Compression Stocking,Mediven ,1,,Mobility aids,,1,8
,,3/15/2024 15:38:33,Chest Tube Insertion Pack,Cardinal Health,1,3/1/2023,Surgical Tools,,1,12
,,3/15/2024 15:38:36,Foam,,1,,Mobility aids,,1,8
,,3/15/2024 15:39:07,Chest Tube Insertion Pack,Cardinal Health,2,5/1/2024,Surgical Tools,,1,12
,,3/15/2024 15:39:07,Neck Bracr,Aspen,1,,Mobility aids,,1,8
,,3/15/2024 15:39:15,Exam gloves - medium,Medichoice ,150,11/27/2023,PPE (Gloves/Masks),,1,11
,,3/15/2024 15:39:23,Neonatal electrodes ,Cardinal Health,27,11/1/2024,Infant Care,,1,12
,,3/15/2024 15:39:42,Chest Tube Insertion Pack,Cardinal Health,1,5/1/2025,Surgical Tools,,1,12
,,3/15/2024 15:39:50,Bras,,5,,"Personal Hygiene and Care (including women’s health, and bedpans)",,1,8
,,3/15/2024 15:39:52,Injection needle,BD,50,9/1/0023,Needles and Syringes,,1,11
,,3/15/2024 15:40:09,Gauze wrap,No manufacturer listed,7,,"Wound Care (dressings, sponges, gauze)",,1,20
,,3/15/2024 15:40:24,Knee Brace,,3,,Mobility aids,,1,8
,,3/15/2024 15:40:35,Suction Valve,Storz,3,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,12
,,3/15/2024 15:40:48,Tape,No manufacturer listed,5,,"Wound Care (dressings, sponges, gauze)",,1,20
,,3/15/2024 15:40:51,Arm Brace,,1,,Mobility aids,,1,8
,,3/15/2024 15:41:12,Nylon suture,Ethilon,12,11/1/2023,"Wound Care (dressings, sponges, gauze)",,1,11
,,3/15/2024 15:41:27,SafetyGlide Needle,BD,16,3/31/2027,Needles and Syringes,,1,18
,,3/15/2024 15:41:45,Safety Needle ,tkmd,203,6/27/2026,Needles and Syringes,,1,18
,,3/15/2024 15:42:15,Precision glide needle ,BD,3,4/30/2028,Needles and Syringes,,1,18
,,3/15/2024 15:42:23,supply kit with pipette and specimen tube ,labconnect ,35,,Other,,1,7
,,3/15/2024 15:42:25,Gauze bandages ,Medline,4,,"Wound Care (dressings, sponges, gauze)",,1,20
,,3/15/2024 15:42:29,Cord,GE medical systems ,1,,Other,No name of product,1,11
,,3/15/2024 15:42:52,blood collection set,BD,16,9/30/2025,Needles and Syringes,,1,20
,,3/15/2024 15:43:31,Flip lock needles,MHC Medical Products ,2,7/21/2026,Needles and Syringes,,1,18
,,3/15/2024 15:43:37,BioGlo ,Madhu instruments,100,4/1/2023,Other,,1,11
,,3/15/2024 15:44:07,plastic cups ,No manufacturer listed,40,,Other,,1,7
,,3/15/2024 15:44:12,4 way - Stopcock,Medex,15,11/30/2025,Other,,1,20
,,3/15/2024 15:44:30,Safety glide injection needle,BD,2,2/29/2028,Needles and Syringes,,1,18
,,3/15/2024 15:44:52,3 mL Applicator,BD,5,,Tubing/Catheters,,1,20
,,3/15/2024 15:44:53,95 kPa Specimen Transport Bag,Dist. Tennant Packaging Corporation ,4,,Other,,P1,B7
,,3/15/2024 15:45:13,Suture,Ethicon,25,11/30/2023,"Wound Care (dressings, sponges, gauze)",,1,11
,,3/15/2024 15:45:30,Pillow,,1,,Other,,1,11
,,3/15/2024 15:45:32,4mL Blood Vial,BD,7,1/31/2024,Tubing/Catheters,,1,12
,,3/15/2024 15:45:32,Buff Na Citrate ,BD,6,12/31/2023,Tubing/Catheters,,1,12
,,3/15/2024 15:45:33,vacutainer,BD,17,7/31/2023,Other,,1,7
,,3/15/2024 15:45:40,Plastipal 3ml syringe ,BD,2,11/30/2027,Needles and Syringes,,1,18
,,3/15/2024 15:46:05,Bedpans,None,3,,"Personal Hygiene and Care (including women’s health, and bedpans)",No expiration date/manufacturer ,1,11
,,3/15/2024 15:46:09,Bandage,Smith and Nephew,200,3/1/2026,"Wound Care (dressings, sponges, gauze)",,1,20
,,3/15/2024 15:46:29,Blood Vial,BD,3,12/31/2023,Tubing/Catheters,,1,12
,,3/15/2024 15:46:36,feeding syringes with purple caps,ENFit,6 bags of 24 syringes with purple caps,,Needles and Syringes,,1,20
,,3/15/2024 15:46:40,syringe ,BD,58,11/30/2025,Needles and Syringes,,1,18
,,3/15/2024 15:46:49,Blood collection set,BD,1,9/30/2025,Needles and Syringes,,1,18
,,3/15/2024 15:46:51,Blood tubes,BD,4,10/31/2023,Tubing/Catheters,,1,12
,,3/15/2024 15:47:13,Foam pad,Covidien,5,,"Wound Care (dressings, sponges, gauze)",,1,20
,,3/15/2024 15:47:26,6 mL Blood Vial,BD,1,11/30/2023,Tubing/Catheters,,1,12
,,3/15/2024 15:47:34,canister for infovac ,kci ,1,3/31/2024,"Respiratory care (masks, nebulizer, cannula)",,1,7
,,3/15/2024 15:48:02,tubes/ sodium fluoride ,BD,2,12/31/2023,Tubing/Catheters,,12,1
,,3/15/2024 15:48:03,4mL Blood Vial,BD,1,5/31/2023,Tubing/Catheters,,1,12
,,3/15/2024 15:48:19,7 1/2 surgical gloves,molnycke,2,4/28/2026,PPE (Gloves/Masks),,1,20
,,3/15/2024 15:48:28,Protective disk with CHG,Ethicon,1,2/28/2025,Surgical Tools,,1,18
,,3/15/2024 15:48:56,milk collection system (breast pump),ameda,1,3/1/2028,Other,,1,18
,,3/15/2024 15:49:34,6 1/2 surgical gloves,molnlycke,2,7/28/2026,PPE (Gloves/Masks),,1,20
,,3/15/2024 15:49:47,Secure all limb holder,DJO,1,10/28/2022,"Wound Care (dressings, sponges, gauze)",,1,18
,,3/15/2024 15:49:54,500 ML Canister for Therapy Systems,Acelity,1,2/28/2025,Other,,1,20
,,3/15/2024 15:50:01,wall holder assembly ,hillrom,1,,"Diagnostic and Monitoring Equipment (BP cuffs, oximeters)",,1,18
,,3/15/2024 15:50:09,Injection Needle,BD,2,3/31/2023,Needles and Syringes,,1,12
,,3/15/2024 15:50:13,needles,bygone ,2,,Needles and Syringes,,1,12
,,3/15/2024 15:50:27,test tube ,No manufacturer listed,10,,Other,,1,7
,,3/15/2024 15:50:35,Padding,Medline,5,,"Wound Care (dressings, sponges, gauze)",,1,20
,,3/15/2024 15:50:39,Exam gloves,Medline,1,2/1/2023,PPE (Gloves/Masks),,1,18
,,3/15/2024 15:50:51,comfort touch frame head rest,Medline,1,,Other,,1,18
,,3/15/2024 15:50:53,transparent film dressing ,Medline,32,,"Wound Care (dressings, sponges, gauze)",,1,18
,,3/15/2024 15:51:15,Gauze,No manufacturer listed,2,,"Wound Care (dressings, sponges, gauze)",,1,20
,,3/15/2024 15:51:16,filter straw,No manufacturer listed,,9/30/2024,Needles and Syringes,,1,12
,,3/15/2024 15:51:25,Test Tubes,Falcon,11,,Other,,P1,B7
,,3/15/2024 15:51:41,Needle,BD,80,,Needles and Syringes,,1,22
,,3/15/2024 15:52:12,Urine collection pouch,Conveen,1,6/26/2026,Other,,1,20
,,3/15/2024 15:52:15,needle,BD,1,4/30/2022,Needles and Syringes,,1,12
,,3/15/2024 15:52:19,Soap Dishes,,25,,"Personal Hygiene and Care (including women’s health, and bedpans)",,1,21
,,3/15/2024 15:52:22,exploratory plasma 1 test tube ,No manufacturer listed,7,,Other,,1,7
,,3/15/2024 15:52:28,10ml syringe,BD,2,8/31/2028,Needles and Syringes,,1,20
,,3/15/2024 15:52:36,Safety Multifly Needle,Sarstedt ,1,7/1/2025,Needles and Syringes,,1,12
,,3/15/2024 15:52:42,Vaseline,Covidien,10,6/30/2025,"Wound Care (dressings, sponges, gauze)",,1,18
,,3/15/2024 15:52:49,Chux ,,10,,"Wound Care (dressings, sponges, gauze)",,1,21
,,3/15/2024 15:52:56,test tube medium,No manufacturer listed,9,,Other,,1,7
,,3/15/2024 15:52:59,Suction Tubing,Coviden,1,7/31/2027,Tubing/Catheters,,1,20
,,3/15/2024 15:53:02,Iris Scissors 4.5’’,Sklar ,1,,Surgical Tools,,1,20
,,3/15/2024 15:53:11,50 ml syringe,BD,1,8/31/2028,Needles and Syringes,,1,20
,,3/15/2024 15:53:13,hydrocolloid dressing ,restore ,1 box of 5,5/1/2025,"Wound Care (dressings, sponges, gauze)",,1,18
,,3/15/2024 15:53:35,N95,3M,12,7/1/2025,PPE (Gloves/Masks),,1,21
,,3/15/2024 15:53:42,various test tubes ,,24,,Other,,1,7
,,3/15/2024 15:54:01,Cup lids,,100,,Other,,1,21
